seqnames	start	end	width	strand	peak_name
chr1	121307695	121308144	450	*	peak_4598
chr1	176788813	176789313	501	*	peak_4599
chr1	106862717	106862914	198	*	peak_4600
chr1	134983962	134984231	270	*	peak_4601
chr1	45376352	45376647	296	*	peak_4602
chr1	159308081	159308318	238	*	peak_4603
chr1	75492063	75492407	345	*	peak_4604
chr1	9913632	9913734	103	*	peak_4605
chr1	82841222	82841526	305	*	peak_4606
chr1	13139299	13139767	469	*	peak_4607
chr1	70727700	70728187	488	*	peak_4608
chr1	4810126	4810553	428	*	peak_4609
chr1	193350071	193350546	476	*	peak_4610
chr1	81082084	81082297	214	*	peak_4611
chr1	74604340	74604699	360	*	peak_4612
chr1	107514918	107515025	108	*	peak_4613
chr1	164797383	164797757	375	*	peak_4614
chr1	151462062	151462223	162	*	peak_4615
chr1	52632061	52632388	328	*	peak_4616
chr1	93479865	93480268	404	*	peak_4617
chr1	136271037	136271456	420	*	peak_4618
chr1	184790856	184791328	473	*	peak_4619
chr1	86707648	86707962	315	*	peak_4620
chr1	135389707	135389960	254	*	peak_4621
chr1	192055668	192055980	313	*	peak_4622
chr1	121431668	121432141	474	*	peak_4623
chr1	186626057	186626542	486	*	peak_4624
chr1	55133219	55133427	209	*	peak_4625
chr1	67127654	67128002	349	*	peak_4626
chr1	34163251	34163379	129	*	peak_4627
chr1	160220353	160220852	500	*	peak_4628
chr1	58804623	58804838	216	*	peak_4629
chr1	132119017	132119148	132	*	peak_4630
chr1	125412282	125412410	129	*	peak_4631
chr1	36539578	36539987	410	*	peak_4632
chr1	170882782	170882984	203	*	peak_4633
chr1	39556751	39557171	421	*	peak_4634
chr1	58434933	58435297	365	*	peak_4635
chr1	176816806	176817300	495	*	peak_4636
chr1	190773697	190774092	396	*	peak_4637
chr1	6731276	6731594	319	*	peak_4638
chr1	119654620	119654996	377	*	peak_4639
chr1	92935996	92936142	147	*	peak_4640
chr1	34853463	34853928	466	*	peak_4641
chr1	58448866	58449270	405	*	peak_4642
chr1	60106463	60106935	473	*	peak_4643
chr1	28778230	28778698	469	*	peak_4644
chr1	44088540	44088883	344	*	peak_4645
chr1	9602585	9602879	295	*	peak_4646
chr1	37446332	37446820	489	*	peak_4647
chr1	131255456	131255734	279	*	peak_4648
chr1	82840097	82840405	309	*	peak_4649
chr1	152837697	152838194	498	*	peak_4650
chr1	75476369	75476644	276	*	peak_4651
chr1	180642356	180642741	386	*	peak_4652
chr1	161944656	161944939	284	*	peak_4653
chr1	34441374	34441546	173	*	peak_4654
chr1	4812856	4813122	267	*	peak_4655
chr1	74292301	74292629	329	*	peak_4656
chr1	131057925	131058237	313	*	peak_4657
chr1	75480659	75481100	442	*	peak_4658
chr1	83117449	83117752	304	*	peak_4659
chr1	131830528	131831002	475	*	peak_4660
chr1	170318544	170318733	190	*	peak_4661
chr1	144002519	144002728	210	*	peak_4662
chr1	91541625	91542100	476	*	peak_4663
chr1	9798393	9798836	444	*	peak_4664
chr1	91298594	91298931	338	*	peak_4665
chr1	150459222	150459356	135	*	peak_4666
chr1	177445408	177445604	197	*	peak_4667
chr1	162573417	162573635	219	*	peak_4668
chr1	135844879	135845101	223	*	peak_4669
chr1	71646369	71646662	294	*	peak_4670
chr1	91354865	91355166	302	*	peak_4671
chr1	155162326	155162576	251	*	peak_4672
chr1	155560990	155561163	174	*	peak_4673
chr1	183326817	183327254	438	*	peak_4674
chr1	36424162	36424347	186	*	peak_4675
chr1	85652768	85652892	125	*	peak_4676
chr1	135838484	135838730	247	*	peak_4677
chr1	5072891	5073175	285	*	peak_4678
chr1	130700104	130700382	279	*	peak_4679
chr1	189213089	189213338	250	*	peak_4680
chr1	58463582	58463802	221	*	peak_4681
chr1	91001082	91001183	102	*	peak_4682
chr1	153125077	153125283	207	*	peak_4683
chr1	24265756	24265998	243	*	peak_4684
chr1	132570481	132570934	454	*	peak_4685
chr1	78513020	78513364	345	*	peak_4686
chr1	52929367	52929696	330	*	peak_4687
chr1	37220736	37220931	196	*	peak_4688
chr1	127777871	127778003	133	*	peak_4689
chr1	58659900	58660085	186	*	peak_4690
chr1	23367116	23367228	113	*	peak_4691
chr1	64734487	64734933	447	*	peak_4692
chr1	155128541	155129022	482	*	peak_4693
chr1	72287474	72287778	305	*	peak_4694
chr1	30940993	30941125	133	*	peak_4695
chr1	44124411	44124840	430	*	peak_4696
chr1	105558815	105559156	342	*	peak_4697
chr1	172084539	172084753	215	*	peak_4698
chr1	180432831	180432946	116	*	peak_4699
chr1	165876692	165876969	278	*	peak_4700
chr1	66721813	66722099	287	*	peak_4701
chr1	133609112	133609453	342	*	peak_4702
chr1	93410429	93410808	380	*	peak_4703
chr1	153661856	153662087	232	*	peak_4704
chr1	37445353	37445587	235	*	peak_4705
chr1	151368641	151368771	131	*	peak_4706
chr1	155160024	155160386	363	*	peak_4707
chr1	135841965	135842120	156	*	peak_4708
chr1	30998151	30998470	320	*	peak_4709
chr1	75184213	75184599	387	*	peak_4710
chr1	191063078	191063252	175	*	peak_4711
chr1	16541722	16541948	227	*	peak_4712
chr1	16108211	16108557	347	*	peak_4713
chr1	156420432	156420754	323	*	peak_4714
chr1	63177823	63178088	266	*	peak_4715
chr1	132532660	132532768	109	*	peak_4716
chr1	171842500	171842810	311	*	peak_4717
chr1	43136991	43137479	489	*	peak_4718
chr1	162795370	162795697	328	*	peak_4719
chr1	173524367	173524506	140	*	peak_4720
chr1	125407518	125407714	197	*	peak_4721
chr1	36564536	36564728	193	*	peak_4722
chr1	84933770	84934091	322	*	peak_4723
chr1	77368816	77368957	142	*	peak_4724
chr1	182127931	182128378	448	*	peak_4725
chr1	165487893	165488322	430	*	peak_4726
chr1	93830310	93830620	311	*	peak_4727
chr1	93480245	93480362	118	*	peak_4728
chr1	30804179	30804280	102	*	peak_4729
chr1	52459839	52459997	159	*	peak_4730
chr1	193175546	193176032	487	*	peak_4731
chr1	89580330	89580796	467	*	peak_4732
chr1	45799808	45799921	114	*	peak_4733
chr1	166254615	166254778	164	*	peak_4734
chr1	181145310	181145662	353	*	peak_4735
chr1	78312731	78313117	387	*	peak_4736
chr1	21403539	21403796	258	*	peak_4737
chr1	170281423	170281684	262	*	peak_4738
chr1	135785018	135785502	485	*	peak_4739
chr1	85704428	85704763	336	*	peak_4740
chr1	80502886	80503343	458	*	peak_4741
chr1	63756746	63756867	122	*	peak_4742
chr1	183091638	183092000	363	*	peak_4743
chr1	66701163	66701612	450	*	peak_4744
chr1	58716365	58716749	385	*	peak_4745
chr1	187113103	187113392	290	*	peak_4746
chr1	38939265	38939555	291	*	peak_4747
chr1	40682603	40682906	304	*	peak_4748
chr1	86527006	86527278	273	*	peak_4749
chr1	92031373	92031674	302	*	peak_4750
chr1	161073465	161073838	374	*	peak_4751
chr1	156421959	156422256	298	*	peak_4752
chr1	58658269	58658637	369	*	peak_4753
chr1	193178377	193178504	128	*	peak_4754
chr1	75241145	75241322	178	*	peak_4755
chr1	10031842	10032285	444	*	peak_4756
chr1	90204722	90205175	454	*	peak_4757
chr1	36821364	36821580	217	*	peak_4758
chr1	135385040	135385313	274	*	peak_4759
chr1	91546358	91546786	429	*	peak_4760
chr1	190703419	190703738	320	*	peak_4761
chr1	36368680	36369109	430	*	peak_4762
chr1	45343709	45344163	455	*	peak_4763
chr1	56795457	56795734	278	*	peak_4764
chr1	60439126	60439370	245	*	peak_4765
chr1	64692207	64692409	203	*	peak_4766
chr1	61641676	61641875	200	*	peak_4767
chr1	138066829	138066987	159	*	peak_4768
chr1	193104446	193104940	495	*	peak_4769
chr1	164438316	164438611	296	*	peak_4770
chr1	23366811	23367182	372	*	peak_4771
chr1	134418493	134418748	256	*	peak_4772
chr1	189644790	189645267	478	*	peak_4773
chr1	93794277	93794385	109	*	peak_4774
chr1	165593756	165593975	220	*	peak_4775
chr1	156008594	156008806	213	*	peak_4776
chr1	163388855	163389142	288	*	peak_4777
chr1	74544995	74545338	344	*	peak_4778
chr1	86047671	86048134	464	*	peak_4779
chr1	93990837	93991274	438	*	peak_4780
chr1	44120836	44121179	344	*	peak_4781
chr1	84728206	84728567	362	*	peak_4782
chr1	134037988	134038209	222	*	peak_4783
chr1	135254602	135254738	137	*	peak_4784
chr1	92936217	92936347	131	*	peak_4785
chr1	156330859	156331215	357	*	peak_4786
chr1	52637234	52637526	293	*	peak_4787
chr1	133384770	133385137	368	*	peak_4788
chr1	34462727	34463204	478	*	peak_4789
chr1	36762577	36762902	326	*	peak_4790
chr1	37909146	37909535	390	*	peak_4791
chr1	170911162	170911301	140	*	peak_4792
chr1	156256175	156256586	412	*	peak_4793
chr1	162675961	162676348	388	*	peak_4794
chr1	189793129	189793492	364	*	peak_4795
chr1	159235713	159235893	181	*	peak_4796
chr1	165651658	165651990	333	*	peak_4797
chr1	171235169	171235348	180	*	peak_4798
chr1	180181945	180182237	293	*	peak_4799
chr1	60077591	60077816	226	*	peak_4800
chr1	151756966	151757258	293	*	peak_4801
chr1	173857459	173857851	393	*	peak_4802
chr1	87149679	87149894	216	*	peak_4803
chr1	64536665	64537039	375	*	peak_4804
chr1	87215007	87215236	230	*	peak_4805
chr1	91299344	91299620	277	*	peak_4806
chr1	16643446	16643834	389	*	peak_4807
chr1	54474629	54474818	190	*	peak_4808
chr1	77369857	77370265	409	*	peak_4809
chr1	134545649	134546099	451	*	peak_4810
chr1	92982529	92982640	112	*	peak_4811
chr1	162830713	162830824	112	*	peak_4812
chr1	119473640	119473855	216	*	peak_4813
chr1	134203560	134203892	333	*	peak_4814
chr1	93282138	93282404	267	*	peak_4815
chr1	150366769	150367085	317	*	peak_4816
chr1	75317525	75317730	206	*	peak_4817
chr1	5591504	5591652	149	*	peak_4818
chr1	133164518	133164982	465	*	peak_4819
chr1	36550531	36550974	444	*	peak_4820
chr1	53161068	53161427	360	*	peak_4821
chr1	191821794	191822201	408	*	peak_4822
chr1	151365090	151365553	464	*	peak_4823
chr1	75490598	75491038	441	*	peak_4824
chr1	132301183	132301289	107	*	peak_4825
chr1	143603197	143603442	246	*	peak_4826
chr1	184035253	184035410	158	*	peak_4827
chr1	134198364	134198520	157	*	peak_4828
chr1	34545203	34545391	189	*	peak_4829
chr1	161072188	161072335	148	*	peak_4830
chr1	36366957	36367450	494	*	peak_4831
chr1	59706473	59706748	276	*	peak_4832
chr1	32174697	32174859	163	*	peak_4833
chr1	173857321	173857668	348	*	peak_4834
chr1	179508707	179509164	458	*	peak_4835
chr1	17147130	17147264	135	*	peak_4836
chr1	173675361	173675484	124	*	peak_4837
chr1	75216724	75217061	338	*	peak_4838
chr1	161982785	161983234	450	*	peak_4839
chr1	75491440	75491547	108	*	peak_4840
chr1	171227868	171228260	393	*	peak_4841
chr1	65062619	65062955	337	*	peak_4842
chr1	75549701	75550006	306	*	peak_4843
chr1	156012070	156012292	223	*	peak_4844
chr1	173272772	173273162	391	*	peak_4845
chr1	39902181	39902309	129	*	peak_4846
chr1	78515547	78515960	414	*	peak_4847
chr1	77373776	77374170	395	*	peak_4848
chr1	58974432	58974536	105	*	peak_4849
chr1	84841954	84842267	314	*	peak_4850
chr1	58413088	58413236	149	*	peak_4851
chr1	37894268	37894612	345	*	peak_4852
chr1	16462073	16462187	115	*	peak_4853
chr1	136053504	136053631	128	*	peak_4854
chr1	87327146	87327530	385	*	peak_4855
chr1	105666868	105667270	403	*	peak_4856
chr1	93830532	93830941	410	*	peak_4857
chr1	43101573	43101905	333	*	peak_4858
chr1	173674065	173674359	295	*	peak_4859
chr1	192846080	192846202	123	*	peak_4860
chr1	194766843	194767341	499	*	peak_4861
chr1	75437625	75437885	261	*	peak_4862
chr1	144139380	144139748	369	*	peak_4863
chr1	140089514	140090013	500	*	peak_4864
chr1	63177401	63177816	416	*	peak_4865
chr1	181906195	181906390	196	*	peak_4866
chr1	190929596	190929891	296	*	peak_4867
chr1	72260685	72260819	135	*	peak_4868
chr1	181837002	181837113	112	*	peak_4869
chr1	75309869	75310089	221	*	peak_4870
chr1	120122732	120122942	211	*	peak_4871
chr1	152751642	152752069	428	*	peak_4872
chr1	20955098	20955401	304	*	peak_4873
chr1	36551012	36551169	158	*	peak_4874
chr1	70728155	70728590	436	*	peak_4875
chr1	75144787	75145174	388	*	peak_4876
chr1	153465111	153465247	137	*	peak_4877
chr1	55172436	55172578	143	*	peak_4878
chr1	9721311	9721624	314	*	peak_4879
chr1	11265076	11265308	233	*	peak_4880
chr1	36792689	36792792	104	*	peak_4881
chr1	156011338	156011557	220	*	peak_4882
chr1	132601649	132602081	433	*	peak_4883
chr1	127492356	127492723	368	*	peak_4884
chr1	163995240	163995678	439	*	peak_4885
chr1	125561496	125561715	220	*	peak_4886
chr1	65110344	65110817	474	*	peak_4887
chr1	134038943	134039352	410	*	peak_4888
chr1	74292177	74292591	415	*	peak_4889
chr1	74295475	74295891	417	*	peak_4890
chr1	173925810	173926171	362	*	peak_4891
chr1	75242195	75242664	470	*	peak_4892
chr1	175062598	175062970	373	*	peak_4893
chr1	58976133	58976606	474	*	peak_4894
chr1	167689254	167689573	320	*	peak_4895
chr1	123332869	123333087	219	*	peak_4896
chr1	106712866	106713310	445	*	peak_4897
chr1	60412582	60412889	308	*	peak_4898
chr1	74293987	74294226	240	*	peak_4899
chr1	135874589	135874912	324	*	peak_4900
chr1	91251336	91251498	163	*	peak_4901
chr1	152520517	152520720	204	*	peak_4902
chr1	135801937	135802253	317	*	peak_4903
chr1	135837971	135838132	162	*	peak_4904
chr1	75402685	75403161	477	*	peak_4905
chr1	90953895	90954103	209	*	peak_4906
chr1	175883671	175884035	365	*	peak_4907
chr1	180227196	180227505	310	*	peak_4908
chr1	65931737	65932063	327	*	peak_4909
chr1	194941908	194942250	343	*	peak_4910
chr1	152957262	152957662	401	*	peak_4911
chr1	172324689	172325171	483	*	peak_4912
chr1	171221640	171222077	438	*	peak_4913
chr1	5085300	5085715	416	*	peak_4914
chr1	93929411	93929714	304	*	peak_4915
chr1	64533638	64534088	451	*	peak_4916
chr1	138826709	138827077	369	*	peak_4917
chr1	118630016	118630513	498	*	peak_4918
chr1	173749454	173749630	177	*	peak_4919
chr1	184823230	184823417	188	*	peak_4920
chr1	158248087	158248200	114	*	peak_4921
chr1	14209740	14210232	493	*	peak_4922
chr1	195143450	195143579	130	*	peak_4923
chr1	184037449	184037903	455	*	peak_4924
chr1	84584551	84584811	261	*	peak_4925
chr1	87265942	87266048	107	*	peak_4926
chr1	178799156	178799569	414	*	peak_4927
chr1	74570089	74570371	283	*	peak_4928
chr1	74598913	74599283	371	*	peak_4929
chr1	132570850	132571309	460	*	peak_4930
chr1	171218922	171219303	382	*	peak_4931
chr1	21349788	21350033	246	*	peak_4932
chr1	118835162	118835400	239	*	peak_4933
chr1	187216174	187216409	236	*	peak_4934
chr1	189684461	189684714	254	*	peak_4935
chr1	136220327	136220781	455	*	peak_4936
chr1	85633427	85633565	139	*	peak_4937
chr1	170142230	170142637	408	*	peak_4938
chr1	131689326	131689448	123	*	peak_4939
chr1	44090620	44090899	280	*	peak_4940
chr1	165868211	165868708	498	*	peak_4941
chr1	159250725	159250936	212	*	peak_4942
chr1	182567107	182567220	114	*	peak_4943
chr1	131296701	131296854	154	*	peak_4944
chr1	159235810	159235934	125	*	peak_4945
chr1	91055846	91056335	490	*	peak_4946
chr1	93441951	93442153	203	*	peak_4947
chr1	80501401	80501540	140	*	peak_4948
chr1	75210973	75211141	169	*	peak_4949
chr1	14209655	14210116	462	*	peak_4950
chr1	118852468	118852955	488	*	peak_4951
chr1	23763841	23764269	429	*	peak_4952
chr1	176734599	176734774	176	*	peak_4953
chr1	120491131	120491558	428	*	peak_4954
chr1	183290737	183291130	394	*	peak_4955
chr1	13191407	13191694	288	*	peak_4956
chr1	195130840	195131212	373	*	peak_4957
chr1	170911109	170911390	282	*	peak_4958
chr1	78102792	78102906	115	*	peak_4959
chr1	127871937	127872160	224	*	peak_4960
chr1	37801589	37801831	243	*	peak_4961
chr1	177446703	177447045	343	*	peak_4962
chr1	31225850	31226051	202	*	peak_4963
chr1	79707387	79707750	364	*	peak_4964
chr1	52150575	52151029	455	*	peak_4965
chr1	16106838	16107107	270	*	peak_4966
chr1	53062955	53063078	124	*	peak_4967
chr1	158364405	158364707	303	*	peak_4968
chr1	10325027	10325219	193	*	peak_4969
chr1	166406270	166406648	379	*	peak_4970
chr1	43731346	43731797	452	*	peak_4971
chr1	106538852	106539153	302	*	peak_4972
chr1	12693495	12693654	160	*	peak_4973
chr1	88103796	88104200	405	*	peak_4974
chr1	52925626	52925905	280	*	peak_4975
chr1	164292951	164293383	433	*	peak_4976
chr1	153752575	153752681	107	*	peak_4977
chr1	127491194	127491342	149	*	peak_4978
chr1	183300794	183301099	306	*	peak_4979
chr1	162844279	162844492	214	*	peak_4980
chr1	131813692	131813987	296	*	peak_4981
chr1	156806412	156806730	319	*	peak_4982
chr1	87333749	87334062	314	*	peak_4983
chr1	32173904	32174319	416	*	peak_4984
chr1	180440249	180440642	394	*	peak_4985
chr1	66928301	66928713	413	*	peak_4986
chr1	74605449	74605552	104	*	peak_4987
chr1	66387063	66387169	107	*	peak_4988
chr1	132232392	132232864	473	*	peak_4989
chr1	36716033	36716347	315	*	peak_4990
chr1	136056732	136056936	205	*	peak_4991
chr1	75483814	75484069	256	*	peak_4992
chr1	7092576	7092879	304	*	peak_4993
chr1	136470786	136470916	131	*	peak_4994
chr1	74378227	74378478	252	*	peak_4995
chr1	55055761	55056114	354	*	peak_4996
chr1	150450169	150450567	399	*	peak_4997
chr1	156311997	156312283	287	*	peak_4998
chr1	68032340	68032748	409	*	peak_4999
chr1	93686421	93686809	389	*	peak_5000
chr1	131155243	131155568	326	*	peak_5001
chr1	165593107	165593228	122	*	peak_5002
chr1	118550277	118550410	134	*	peak_5003
chr1	36556650	36556980	331	*	peak_5004
chr1	162672104	162672318	215	*	peak_5005
chr1	36360250	36360737	488	*	peak_5006
chr1	160981864	160982306	443	*	peak_5007
chr1	33748123	33748276	154	*	peak_5008
chr1	132993261	132993510	250	*	peak_5009
chr1	192848963	192849369	407	*	peak_5010
chr1	63063453	63063720	268	*	peak_5011
chr1	174611083	174611383	301	*	peak_5012
chr1	44553704	44553999	296	*	peak_5013
chr1	169742438	169742870	433	*	peak_5014
chr1	180992050	180992150	101	*	peak_5015
chr1	32174678	32174898	221	*	peak_5016
chr1	74544870	74545145	276	*	peak_5017
chr1	34459909	34460063	155	*	peak_5018
chr1	174835746	174836073	328	*	peak_5019
chr1	59704177	59704357	181	*	peak_5020
chr1	164314643	164315022	380	*	peak_5021
chr1	24195900	24196225	326	*	peak_5022
chr1	134037959	134038182	224	*	peak_5023
chr1	163028134	163028311	178	*	peak_5024
chr1	179744976	179745091	116	*	peak_5025
chr1	93438879	93439255	377	*	peak_5026
chr1	43935683	43936023	341	*	peak_5027
chr1	134408003	134408218	216	*	peak_5028
chr1	171638425	171638889	465	*	peak_5029
chr1	97796031	97796505	475	*	peak_5030
chr1	20731667	20731910	244	*	peak_5031
chr1	186623002	186623349	348	*	peak_5032
chr1	132987014	132987284	271	*	peak_5033
chr1	87192843	87193186	344	*	peak_5034
chr1	44087666	44088000	335	*	peak_5035
chr1	163385437	163385840	404	*	peak_5036
chr1	161157289	161157583	295	*	peak_5037
chr1	78817326	78817501	176	*	peak_5038
chr1	171063678	171063951	274	*	peak_5039
chr1	135152033	135152342	310	*	peak_5040
chr1	64734704	64735104	401	*	peak_5041
chr1	16643191	16643317	127	*	peak_5042
chr1	86154819	86155227	409	*	peak_5043
chr1	163929758	163930247	490	*	peak_5044
chr1	127870966	127871215	250	*	peak_5045
chr1	139702189	139702501	313	*	peak_5046
chr1	40001071	40001233	163	*	peak_5047
chr1	36336874	36337042	169	*	peak_5048
chr1	63450739	63450912	174	*	peak_5049
chr1	180170075	180170367	293	*	peak_5050
chr1	40088105	40088272	168	*	peak_5051
chr1	58647525	58648011	487	*	peak_5052
chr1	59123683	59123911	229	*	peak_5053
chr1	105664181	105664529	349	*	peak_5054
chr1	133706534	133706965	432	*	peak_5055
chr1	171271858	171271984	127	*	peak_5056
chr1	59050707	59051187	481	*	peak_5057
chr1	56950161	56950639	479	*	peak_5058
chr1	88136183	88136621	439	*	peak_5059
chr1	150453095	150453531	437	*	peak_5060
chr1	150362882	150363323	442	*	peak_5061
chr1	75220737	75221149	413	*	peak_5062
chr1	93805003	93805154	152	*	peak_5063
chr1	92870641	92871083	443	*	peak_5064
chr1	170147634	170148008	375	*	peak_5065
chr1	28777530	28777958	429	*	peak_5066
chr1	88140753	88141145	393	*	peak_5067
chr1	151756306	151756486	181	*	peak_5068
chr1	177444668	177445135	468	*	peak_5069
chr1	177446051	177446383	333	*	peak_5070
chr1	40682010	40682414	405	*	peak_5071
chr1	66931525	66931867	343	*	peak_5072
chr1	75201919	75202372	454	*	peak_5073
chr1	118296560	118296997	438	*	peak_5074
chr1	125409692	125409798	107	*	peak_5075
chr1	67124743	67125199	457	*	peak_5076
chr1	189642725	189643007	283	*	peak_5077
chr1	54645633	54645799	167	*	peak_5078
chr1	135836459	135836636	178	*	peak_5079
chr1	150460097	150460409	313	*	peak_5080
chr1	91146918	91147117	200	*	peak_5081
chr1	164292299	164292509	211	*	peak_5082
chr1	138836002	138836499	498	*	peak_5083
chr1	58431511	58432009	499	*	peak_5084
chr1	195102070	195102184	115	*	peak_5085
chr1	20954540	20954749	210	*	peak_5086
chr1	136470131	136470595	465	*	peak_5087
chr1	91055531	91055795	265	*	peak_5088
chr1	178531380	178531800	421	*	peak_5089
chr1	192438200	192438523	324	*	peak_5090
chr1	55173032	55173450	419	*	peak_5091
chr1	51476293	51476478	186	*	peak_5092
chr1	12693302	12693644	343	*	peak_5093
chr1	66328701	66329033	333	*	peak_5094
chr1	45800562	45800865	304	*	peak_5095
chr1	90955671	90955919	249	*	peak_5096
chr1	63178910	63179228	319	*	peak_5097
chr1	59101958	59102136	179	*	peak_5098
chr1	170142230	170142687	458	*	peak_5099
chr1	16541001	16541236	236	*	peak_5100
chr1	79810107	79810601	495	*	peak_5101
chr1	173332856	173333351	496	*	peak_5102
chr1	87264452	87264641	190	*	peak_5103
chr1	58973760	58973885	126	*	peak_5104
chr1	82740160	82740594	435	*	peak_5105
chr1	84726668	84726914	247	*	peak_5106
chr1	177995413	177995665	253	*	peak_5107
chr1	177731513	177731677	165	*	peak_5108
chr1	172082930	172083275	346	*	peak_5109
chr1	12721356	12721650	295	*	peak_5110
chr1	82733128	82733347	220	*	peak_5111
chr1	123334590	123334737	148	*	peak_5112
chr1	186623991	186624161	171	*	peak_5113
chr1	192192374	192192740	367	*	peak_5114
chr1	75311397	75311523	127	*	peak_5115
chr1	14874433	14874681	249	*	peak_5116
chr1	180228119	180228534	416	*	peak_5117
chr1	181053982	181054230	249	*	peak_5118
chr1	161077490	161077812	323	*	peak_5119
chr1	86102339	86102745	407	*	peak_5120
chr1	179683361	179683536	176	*	peak_5121
chr1	179680653	179681002	350	*	peak_5122
chr1	152840538	152840914	377	*	peak_5123
chr1	173860009	173860398	390	*	peak_5124
chr1	127818838	127819159	322	*	peak_5125
chr1	189210584	189210805	222	*	peak_5126
chr1	92918387	92918804	418	*	peak_5127
chr1	195116281	195116675	395	*	peak_5128
chr1	40773221	40773328	108	*	peak_5129
chr1	136010123	136010478	356	*	peak_5130
chr1	194940343	194940766	424	*	peak_5131
chr1	85929276	85929429	154	*	peak_5132
chr1	62705766	62705877	112	*	peak_5133
chr1	152813541	152813715	175	*	peak_5134
chr1	155938657	155938917	261	*	peak_5135
chr1	135326237	135326469	233	*	peak_5136
chr1	182568388	182568521	134	*	peak_5137
chr1	44009677	44010091	415	*	peak_5138
chr1	183087849	183088315	467	*	peak_5139
chr1	192103106	192103495	390	*	peak_5140
chr1	57775693	57775980	288	*	peak_5141
chr1	82840486	82840982	497	*	peak_5142
chr1	60100593	60100982	390	*	peak_5143
chr1	121308727	121308960	234	*	peak_5144
chr1	132231356	132231614	259	*	peak_5145
chr1	132024906	132025210	305	*	peak_5146
chr1	92467827	92468190	364	*	peak_5147
chr1	152842157	152842438	282	*	peak_5148
chr1	91380224	91380682	459	*	peak_5149
chr1	162917166	162917643	478	*	peak_5150
chr1	66927605	66928010	406	*	peak_5151
chr1	85651459	85651627	169	*	peak_5152
chr1	136018446	136018683	238	*	peak_5153
chr1	166131172	166131357	186	*	peak_5154
chr1	55132939	55133123	185	*	peak_5155
chr1	58529193	58529636	444	*	peak_5156
chr1	66254321	66254591	271	*	peak_5157
chr1	60437450	60437929	480	*	peak_5158
chr1	51471570	51471993	424	*	peak_5159
chr1	23846479	23846845	367	*	peak_5160
chr1	170962462	170962909	448	*	peak_5161
chr1	162539972	162540465	494	*	peak_5162
chr1	152955627	152955938	312	*	peak_5163
chr1	160203679	160204132	454	*	peak_5164
chr1	156562917	156563384	468	*	peak_5165
chr1	10042191	10042451	261	*	peak_5166
chr1	44087072	44087378	307	*	peak_5167
chr1	121434907	121435291	385	*	peak_5168
chr1	87329935	87330339	405	*	peak_5169
chr1	4811922	4812112	191	*	peak_5170
chr1	92467630	92467998	369	*	peak_5171
chr1	192543174	192543279	106	*	peak_5172
chr1	64536343	64536619	277	*	peak_5173
chr1	155698031	155698269	239	*	peak_5174
chr1	162808983	162809182	200	*	peak_5175
chr1	132477868	132478127	260	*	peak_5176
chr1	167225559	167225759	201	*	peak_5177
chr1	175688785	175688904	120	*	peak_5178
chr1	172522876	172523091	216	*	peak_5179
chr1	166257057	166257248	192	*	peak_5180
chr1	91495932	91496311	380	*	peak_5181
chr1	132478416	132478558	143	*	peak_5182
chr1	118853056	118853348	293	*	peak_5183
chr1	55077943	55078094	152	*	peak_5184
chr1	87406507	87406826	320	*	peak_5185
chr1	37302516	37302718	203	*	peak_5186
chr1	162919210	162919379	170	*	peak_5187
chr1	33721360	33721559	200	*	peak_5188
chr1	171128778	171128982	205	*	peak_5189
chr1	14171529	14171812	284	*	peak_5190
chr1	60409626	60409964	339	*	peak_5191
chr1	131912887	131913088	202	*	peak_5192
chr1	53349911	53350014	104	*	peak_5193
chr1	59483592	59483858	267	*	peak_5194
chr1	16069587	16069827	241	*	peak_5195
chr1	79437838	79438325	488	*	peak_5196
chr1	134183786	134183964	179	*	peak_5197
chr1	136219161	136219578	418	*	peak_5198
chr1	156257268	156257633	366	*	peak_5199
chr1	193177081	193177419	339	*	peak_5200
chr1	87678527	87678761	235	*	peak_5201
chr1	65158672	65159162	491	*	peak_5202
chr1	40437935	40438135	201	*	peak_5203
chr1	8681055	8681400	346	*	peak_5204
chr1	118850048	118850320	273	*	peak_5205
chr1	75453480	75453716	237	*	peak_5206
chr1	40226674	40226786	113	*	peak_5207
chr1	37219966	37220352	387	*	peak_5208
chr1	77375047	77375331	285	*	peak_5209
chr1	65158870	65159273	404	*	peak_5210
chr1	138852196	138852489	294	*	peak_5211
chr1	164313932	164314266	335	*	peak_5212
chr1	174175885	174176305	421	*	peak_5213
chr1	163782368	163782656	289	*	peak_5214
chr1	173724563	173724859	297	*	peak_5215
chr1	30822961	30823147	187	*	peak_5216
chr1	92919277	92919653	377	*	peak_5217
chr1	37221320	37221589	270	*	peak_5218
chr1	82842111	82842548	438	*	peak_5219
chr1	60982031	60982401	371	*	peak_5220
chr1	93439653	93440121	469	*	peak_5221
chr1	87946935	87947094	160	*	peak_5222
chr1	165790911	165791189	279	*	peak_5223
chr1	162007070	162007459	390	*	peak_5224
chr1	133311618	133311730	113	*	peak_5225
chr1	135837218	135837427	210	*	peak_5226
chr1	151393192	151393399	208	*	peak_5227
chr1	36771229	36771444	216	*	peak_5228
chr1	93751633	93751828	196	*	peak_5229
chr1	79437994	79438489	496	*	peak_5230
chr1	171122122	171122356	235	*	peak_5231
chr1	16346996	16347364	369	*	peak_5232
